id,intent,difficulty,language,question,retrieved_context_count,bean_count,news_count,elapsed_s,context_precision,context_recall,response,reference,error
PS_011,product_search,easy,vi,"Bạn có thể giới thiệu cho tôi loại cà phê từ Ethiopia, rang vừa-nhẹ, có hương vị trái mâm xôi được không?",5,5,2,17.9,0.9999999999,1.0,,"Bạn có thể thử loại cà phê Ethiopia Guji của KUMA COFFEE. Đây là loại cà phê rang vừa-nhẹ với hương vị nổi bật của trái mâm xôi, cùng với các nốt hương của trà đen, đường nâu và xoài. Cà phê được sản xuất từ vùng Guji, Ethiopia, với quy trình rửa sạch và được trồng ở độ cao 2000-2100 mét.",
PS_012,product_search,easy,en,Can you help me find a medium roast coffee from Costa Rica with chocolate flavor notes?,5,5,2,14.0,0.94999999997625,1.0,,"You can find medium roast coffees from Costa Rica with chocolate flavor notes from the following options: 

1. **Costa Rica by Carrabassett Coffee Company** - This coffee features tasting notes of chocolate, citrus fruit, and almond, and is described as clean and full-bodied.
  
2. **Cooperative by Horsham Coffee Roaster** - This blend includes chocolate and caramelized flavors, derived from honey processed coffee in Tarrazú, Costa Rica.

3. **Costa Rican SHG by Gotham Coffee** - This medium roast offers flavors of cocoa, coconut, chocolate, and citrus fruit, providing a sweet finish.

These options highlight the chocolate notes you're looking for in a medium roast from Costa Rica.",
PS_013,product_search,easy,en,Can you help me find a dark roast coffee from Guatemala that has caramelized flavor notes?,5,5,2,15.8,0.6388888888675925,1.0,,"You can consider the ""Before Dawn Dark Roast"" by LOST COFFEE, which is a single origin coffee from Guatemala. It has a flavor profile that includes dark chocolate and caramelized notes, making it a great choice for what you are looking for. Another option is the ""Guatemala Organic (Dark)"" by MCLAUGHLIN COFFEE COMPANY, which features caramelized sugar along with dark chocolate flavors. Both options highlight the rich caramelized flavors associated with Guatemalan coffee.",
PS_014,product_search,easy,vi,"Bạn có thể gợi ý cho tôi một loại cà phê từ Ethiopia, rang vừa đến đậm, có hương vị của mận không?",5,5,2,14.9,0.49999999995,1.0,,"Tôi gợi ý bạn thử loại cà phê ""Kabira - Bio - Éthiopie"" của CAFÉS MUDA. Đây là loại cà phê rang vừa đến đậm, có hương vị của mận, cam, mật ong và trà chai. Cà phê này được trồng ở khu vực Jimma, Ethiopia, ở độ cao 2040 mét và được xử lý bằng phương pháp tự nhiên.",
PS_015,product_search,easy,vi,"Bạn có thể giới thiệu cho tôi một loại cà phê từ Brazil, rang vừa, có hương vị cam được không?",5,5,2,14.7,0.49999999995,1.0,,"Bạn có thể thử loại cà phê Espresso Brasil Capim Branco của JACU COFFEE ROASTERY. Đây là loại cà phê rang vừa, có nguồn gốc từ Carmo Do Paranaíba, Brazil và mang hương vị chocolate cùng với hương cam. Cà phê này được xử lý tự nhiên và thuộc giống Arabica.",
PS_016,product_search,easy,en,Can you help me find a medium roast coffee from Guatemala that has caramelized flavor notes?,5,5,2,14.4,0.499999999975,0.5,,"You can find medium roast coffees from Guatemala with caramelized flavor notes from two specific products. The ""Guatemala Calma Antigua"" by DROPSHOT COFFEE ROASTERS features flavors of chocolate, caramelized notes, and molasses. Additionally, the ""Guatemalan San Marcos"" by HIGHER GROUNDS TRADING CO. offers a medium roast with caramelized sugar sweetness along with subtle floral notes. Both of these coffees highlight the desired caramelized flavor profile.",
PS_017,product_search,easy,en,Can you help me find a medium roast coffee from Kenya that has brown sugar flavor notes?,5,5,2,8.4,0.499999999975,1.0,,"You can try the ""Kenya, Muchagara AA"" by KISS THE HIPPO COFFEE, which is a medium roast coffee from Kirinyaga, Kenya. It features flavor notes of caramelized brown sugar, along with redcurrant and rhubarb. Another option is the ""Kenya Kirinyaga Kegwa AB Washed"" by LILO COFFEE ROASTERS, which also has brown sugar flavor notes, complemented by tangerine and Darjeeling tea.",
PS_018,product_search,easy,en,Can you help me find a light roast coffee from Guatemala that has caramelized flavor notes?,5,5,2,11.5,0.499999999975,1.0,,"You can find a light roast coffee from Guatemala with caramelized flavor notes in ""Guatemala Los Dos Socios"" by 49TH PARALLEL COFFEE ROASTERS. This coffee features vibrant red apple brightness layered over rich caramel sweetness and smooth milk chocolate notes, making it an excellent choice. Additionally, ""Guatemala Rio Azul"" by BONGO JAVA ROASTING CO. also offers caramelized notes along with apple, cinnamon, and citrus fruit flavors. Both options highlight the desirable caramelized flavor profile you are looking for.",
PS_019,product_search,easy,vi,Bạn có thể giới thiệu cho tôi một loại cà phê từ El Salvador có độ rang sáng và có hương vị mật ong không?,5,5,2,9.9,0.49999999995,1.0,,"Một loại cà phê từ El Salvador có độ rang sáng và hương vị mật ong là ""El Salvador - Diego Baraona - Black Honey"" của LITTLE BUFFALO COFFEE CO. Cà phê này có hương vị mật ong, anh đào đỏ, mơ chín và hạt ca cao, được chế biến theo phương pháp Black Honey. Nó thuộc giống Arabica và được trồng ở trang trại Los Pirineos tại Tecapa Chimaneca, Usulután, El Salvador, với độ cao từ 1,400-1,600 mét.",
PS_020,product_search,easy,vi,Bạn có thể cho tôi biết loại cà phê rang nhẹ từ Ethiopia có hương vị mận không?,5,5,2,8.3,0.499999999975,1.0,,"Cà phê Ethiopia Alaka Washed từ INTELLIGENTSIA là loại cà phê rang nhẹ có hương vị mận. Nó được trồng ở khu vực Guji - Hambela District, Ethiopia, và có hương vị nổi bật của cam máu và mận. Cà phê này được chế biến theo phương pháp rửa, mang đến hương vị tươi sáng và sạch.",
PS_021,product_search,easy,vi,"Bạn có thể cho tôi biết về cà phê từ Indonesia, rang nhẹ, có hương vị dâu tây không?",5,5,2,9.2,0.9999999999,0.75,,"Cà phê Bali Kintamani của WELLS COFFEE COMPANY là một lựa chọn tuyệt vời cho bạn. Đây là loại cà phê từ vùng Kintamani, Bali, Indonesia, được rang nhẹ với hương vị đặc trưng của dâu tây, cùng với các nốt hương trái cây khác như dưa hấu, nho và kiwi. Cà phê này mang lại một trải nghiệm ngọt ngào và trái cây, phù hợp với sở thích của bạn về cà phê có hương vị dâu tây.",
PS_022,product_search,easy,en,Can you help me find a medium roast coffee from Honduras that has strawberry flavor notes?,5,5,2,8.4,0.8333333332916666,1.0,,"You can find a medium roast coffee from Honduras with strawberry flavor notes in ""La Bendición. Café de Honduras"" by KIMA COFFEE. This coffee is sourced from the La Bendición farm in Las Flores, Honduras, and features flavor notes of strawberry, orange, black tea, and floral undertones. Another option is ""Honduras Los Geranios"" by EL GATO, which also has strawberry notes alongside citrus and hazelnut flavors. Both coffees are washed and showcase the unique characteristics of Honduran coffee.",
PS_023,product_search,easy,vi,"Bạn có thể giới thiệu cho tôi một loại cà phê từ Brazil, rang đậm, với hương vị đường nâu không?",5,5,2,8.7,0.49999999995,1.0,,"Bạn có thể thử loại cà phê ""Big Shot"" từ POPULUS COFFEE. Cà phê này có nguồn gốc từ Cerrado Mineiro, Brazil, được rang đậm và có hương vị đường nâu, sô cô la, hạt phỉ và cacao. Đây là một loại cà phê espresso phát triển hơn, được thu hoạch từ nông trại Fazenda Capim Branco của gia đình Andrade.",
PS_024,product_search,easy,vi,Bạn có thể cho tôi biết về loại cà phê Ethiopia rang nhẹ có hương vị cam không?,5,5,2,8.5,0.4499999999775,1.0,,"Cà phê Ethiopia Bensa Bombe của NYLON COFFEE ROASTERS là một loại cà phê rang nhẹ có hương vị của mứt cam, đào vàng và hoa cam. Được sản xuất từ vùng Bensa, Sidama, Ethiopia, cà phê này được chế biến theo phương pháp rửa và có độ cao từ 1993 đến 2150 mét. Ngoài ra, cà phê Ethiopia by COFFEENTALK cũng có hương vị citrus rõ nét, bao gồm cam, quýt và chanh, mang lại những đặc điểm tươi sáng và ngọt ngào.",
PS_025,product_search,easy,vi,Bạn có thể giới thiệu cho tôi loại cà phê Panama rang vừa nhẹ với hương vị đào không?,5,5,2,8.6,0.49999999995,0.8,,"Bạn có thể thử loại cà phê ""Best Of Panama Lerida GN-04"" từ THE ESPRESSO LAB. Đây là một loại cà phê Geisha từ Finca Lerida ở Boquete, Panama, với độ rang vừa nhẹ. Hương vị của nó bao gồm hoa nhài, mâm xôi và kẹo đào, mang lại một trải nghiệm thú vị với sự kết hợp giữa độ chua nhẹ và hương thơm tự nhiên.",
PS_026,product_search,easy,vi,"Bạn có thể giới thiệu cho tôi một loại cà phê từ Mexico, rang nhẹ với hương vị chocolate được không?",5,5,2,8.2,0.249999999975,0.75,,"Bạn có thể thử loại cà phê ""Mexico - Chiapas"" từ BLACK OAK COFFEE ROASTERS. Đây là một loại cà phê rang nhẹ với hương vị chocolate, caramelized, và các gia vị ấm. Nó được sản xuất từ những hạt Arabica, Caturra, và Catuai ở vùng Chiapas, Mexico, và có sự kết hợp của các nốt hương chocolate, gia vị, và trái cây đỏ.",
PS_027,product_search,easy,en,Can you help me find a medium roast coffee from Ethiopia with honey flavor notes?,5,5,2,8.6,0.3333333333,0.6666666666666666,,"You can find a medium roast coffee with honey flavor notes from Ethiopia called ""Ethiopia Honey Sadama"" by Reginald's Coffee. This coffee is sourced from the Bensa region in Sidama, Ethiopia, and is processed using the honey method. It has flavor notes of caramelized and boozy, making it an excellent choice for those looking for a unique medium roast coffee.",
PS_028,product_search,easy,vi,"Bạn có thể giới thiệu cho tôi một loại cà phê từ Kenya, rang nhẹ với hương vị chocolate được không?",5,5,2,8.0,0.9999999999,0.75,,"Một loại cà phê từ Kenya mà bạn có thể thử là Kenya AA Kirinyaga từ BEND ROASTING COMPANY. Đây là loại cà phê rang nhẹ với hương vị chocolate nổi bật và kèm theo nốt hương táo xanh. Cà phê này được sản xuất từ vùng Kirinyaga, Kenya, mang đến độ chua tươi sáng và sự cân bằng hoàn hảo trong tách cà phê.",
PS_029,product_search,easy,en,Can you help me find a light roast coffee from Colombia that has raspberry flavor notes?,5,5,2,7.9,0.499999999975,1.0,,"For a light roast coffee from Colombia with raspberry flavor notes, you can try ""La Esperanza (Laurina Natural) (low-caf)"" by Decaf Before Death. This coffee features raspberry candy notes along with strawberry and ripe banana, and is naturally processed. Another option is ""Colombia La Riviera Nitro Watermelon"" by Onyx Coffee Lab, which also showcases raspberry flavors alongside rose and watermelon candy.",
PS_030,product_search,easy,vi,"Bạn có thể cho tôi biết loại cà phê từ Guatemala, rang vừa, có hương vị đào không?",5,5,2,9.5,0.9999999999,1.0,,"Cà phê từ Guatemala có hương vị đào và rang vừa là Guatemala – Huehuetenango do LILY & WILLY’S COFFEE CO. sản xuất. Cà phê này có hương vị đào, đường nâu, và trái cây khô, được chế biến theo phương pháp rửa. Nó được trồng tại vùng Huehuetenango, ở độ cao 1,300 mét bởi Don Mauricio Perez Bravo.",
PS_031,product_search,easy,vi,"Bạn có thể giới thiệu cho tôi loại cà phê từ Panama, rang nhẹ, với hương hoa không?",5,5,2,9.0,0.9999999999,1.0,,"Bạn có thể thử loại cà phê SL34 của LEUCHTFEUER, được trồng tại Boquete, Panama. Đây là loại cà phê rang nhẹ với hương hoa, mang đến hương vị hoa, kẹo hồng và tartuffo. Cà phê này được chế biến theo phương pháp rửa và thuộc giống Arabica.",
PS_032,product_search,easy,vi,"Bạn có thể gợi ý cho tôi loại cà phê từ Panama, rang nhẹ với hương vị đào không?",5,5,2,12.8,0.49999999995,0.6666666666666666,,"Bạn có thể thử loại cà phê ""PANAMA K&R Specialty Coffee Daisy Geisha Natural"" của LILO COFFEE ROASTERS. Đây là cà phê rang nhẹ, có hương vị hoa nhài, mâm xôi, siro phong, và đặc biệt là mứt đào. Cà phê được trồng tại khu vực Volcán District, Chiriquí Province, Panama và được chế biến tự nhiên.",
PS_033,product_search,easy,en,Can you help me find a Medium-Light roast coffee from Guatemala that has honey flavor notes?,5,5,2,10.8,0.499999999975,1.0,,"You can find a Medium-Light roast coffee from Guatemala with honey flavor notes in the ""Guatemala Antigua Hunapu Fully Washed"" by LILO COFFEE ROASTERS. This coffee features tasting notes of honey, apple, and caramelized yellow peach and is grown at an altitude of 1500–1900 meters in Antigua, Guatemala. Additionally, the ""Atitlán - Gesha"" by LITTLE WAVES COFFEE ROASTERS is another option, offering a Medium-Light roast with flavor notes of honey, floral, and lemon, sourced from San Juan la Laguna in Guatemala.",
PS_034,product_search,easy,en,Can you help me find a light roast coffee from Kenya that has black tea flavor notes?,5,5,2,11.2,0.99999999998,1.0,,"You can find light roast coffees from Kenya with black tea flavor notes from several options. The ""Kenya Kaguyu AA"" by S&W ROASTING features notes of black tea, stonefruit, and brightness. Another excellent choice is ""Magic Forest No Sleep Roast"" by Popil from DENIM COFFEE, which also has black tea notes alongside caramelized flavors. Additionally, ""Kenya - Rungeto Kii AA"" by LITTLE BUFFALO COFFEE CO. includes black tea flavor along with grapefruit and fresh kiwi. Lastly, ""KENYA Thunguri Coffee Factory AA Washed"" by LILO COFFEE ROASTERS offers flavors of black tea, grapefruit, and honey.",
PS_035,product_search,easy,vi,Bạn có thể giới thiệu cho tôi cà phê Indonesia rang nhẹ với hương vị socola được không?,5,5,2,12.2,0.99999999995,1.0,,"Bạn có thể thử cà phê Indonesia Java của FULCRUM COFFEE. Cà phê này được rang nhẹ và có hương vị của socola, đường nâu, nho và óc chó. Nó đến từ Java, Indonesia, mang lại một cơ thể trung bình và độ axit sáng. Nếu bạn muốn một lựa chọn khác, hãy xem Indonesia Rukun Saudara của IEF & IDO, cũng có hương vị socola cùng với các nốt hương khác như mâm xôi và gia vị.",
PS_036,product_search,easy,en,Can you help me find a medium roast coffee from Kenya with chocolate flavor notes?,5,5,2,13.8,0.499999999975,1.0,,"You can try the KATHERI AA by BARD COFFEE, which is a medium roast coffee from Meru County, Kenya. It features flavor notes of chocolate, along with pineapple and lime. Another option is the Kenya - Kericho by EXE COFFEE ROASTERS, also a medium roast, which has chocolate flavor notes along with honey and fruit compote. Both coffees are processed using the washed method and are sourced from Kenya.",
PS_037,product_search,easy,vi,"Bạn có thể giới thiệu cho tôi loại cà phê từ Kenya, rang nhẹ, có hương vị của mận được không?",5,5,2,14.1,0.49999999995,1.0,,"Bạn có thể tham khảo loại cà phê Kenya Muinami Estate của BRIO COFFEEWORKS. Đây là loại cà phê rang nhẹ, có hương vị của mận và nho đen, được sản xuất tại vùng Western Rift Valley, Kenya. Cà phê này được chế biến theo phương pháp washed, mang đến hương vị đặc trưng và tinh tế.",
PS_038,product_search,easy,vi,"Bạn có thể giới thiệu cho tôi loại cà phê từ Brazil, rang nhẹ với hương vị đường nâu không?",5,5,2,10.3,0.499999999975,1.0,,"Bạn có thể thử loại cà phê ""Nossa Senhora Aparecida Acaia Natural"" từ LILO COFFEE ROASTERS. Đây là cà phê rang nhẹ, có xuất xứ từ Carmo De Minas, Minas Gerais, Brazil, với hương vị đường nâu, nho và đu đủ. Ngoài ra, ""Peixoto Honey"" từ PEIXOTO COFFEE ROASTERS cũng là một lựa chọn tốt, có hương vị đường nâu và được chế biến theo phương pháp honey, đến từ Sul de Minas, Brazil.",
PS_039,product_search,easy,en,Can you help me find a medium roast coffee from Ethiopia with peach flavor notes?,5,5,2,15.8,0.49999999995,1.0,,"You can find a medium roast coffee from Ethiopia with peach flavor notes in the Ethiopia Sidamo Decaf by KURASU. This coffee originates from the Sidamo region and features floral, peach, and citrus fruit flavors, processed using the Washed Mountain Water Process for decaffeination. It is made from Arabica beans and offers a delightful peach profile.",
PS_040,product_search,medium,vi,"Bạn có thể giới thiệu cho tôi loại cà phê từ Peru, rang đậm, có hương vị chocolate không?",5,5,2,9.8,0.49999999995,0.6666666666666666,,"Bạn có thể thử loại cà phê ""Dark Peru"" của Bongo Java Roasting Co. Đây là loại cà phê rang đậm từ vùng Cajamarca, Peru, với hương vị chính là chocolate đen, mật ong và hạt pecan rang. Hạt cà phê được trồng ở độ cao từ 3280 đến 5905 feet, mang lại một trải nghiệm thưởng thức mượt mà và ngọt ngào.",
PS_041,product_search,medium,en,Can you help me find a light roast coffee from Peru that has peach flavor notes? I'm also interested in a washed processing method and would like to brew it using a pour-over.,5,5,2,9.7,0.49999999995,0.8,,"You can try the ""Peru - Manuel Marlo - Gesha"" by LITTLE BUFFALO COFFEE CO. This light roast coffee features flavor notes of wild jasmine flowers, ripe tropical fruit, yellow peach, and raw honey. It is processed using the washed method and is recommended for pour-over brewing. The coffee is sourced from Finca Pacpa in Lonya Grande, Amazonas, Peru.",
PS_042,product_search,medium,vi,Bạn có thể giới thiệu cho tôi loại cà phê từ Kenya có độ rang trung bình-nhẹ với hương vị của quả mâm xôi được không?,5,5,2,11.3,0.499999999975,1.0,,"Bạn có thể thử loại cà phê Kenya - Kamunyaka AA của Populus Coffee. Cà phê này có độ rang trung bình-nhẹ, với hương vị phong phú bao gồm quả mâm xôi, chanh, và các hương vị khác như trà đen và lá quả nho. Nó được sản xuất tại nhà máy ướt Kamunyaka nằm trên sườn núi Kenya ở hạt Nyeri, và được chế biến theo phương pháp washed.",
PS_043,product_search,medium,en,Can you help me find a medium roast coffee from Costa Rica that has orange flavor notes?,5,5,2,11.9,0.699999999965,1.0,,"You can find a medium roast coffee from Costa Rica with orange flavor notes in the ""Costa Rica"" by McLaughlin Coffee Company. This coffee features a balanced profile with juicy tangerine notes complemented by orange zest. Another option is the ""Costa Rica Las Lajas Red Honey"" by Bean & Bean Coffee Roasters, which also has orange flavor notes along with strawberry and peach. Both options highlight the citrus characteristics typical of Costa Rican coffees.",
PS_044,product_search,medium,en,Can you help me find a light roast coffee from Ethiopia that has strawberry flavor notes?,5,5,2,11.2,0.8666666666377778,0.3333333333333333,,"You can consider the ""Siren - Natural Ethiopia"" by Mythical Coffee, which is a light roast coffee from Ethiopia featuring flavor notes of strawberry jam. Another great option is ""Ethiopia Guji Uraga"" by Flusso, which also has strawberry notes along with other fruity flavors. Both coffees are processed naturally and highlight the unique characteristics of Ethiopian coffee.",
PS_045,product_search,medium,vi,"Bạn có thể giới thiệu cho tôi một loại cà phê từ Guatemala, rang đậm, có hương vị sô cô la đen không?",5,5,2,10.3,0.249999999975,1.0,,"Bạn có thể thử loại cà phê ""Guatemala Organic (Dark)"" của MCLAUGHLIN COFFEE COMPANY. Đây là một loại cà phê rang đậm với hương vị sô cô la đen, đường caramel và nho Concord, được sản xuất từ 450 gia đình nông dân nhỏ ở Huehuetenango. Cà phê này được xử lý bằng phương pháp rửa và có nguồn gốc từ Guatemala.",
PS_046,product_search,medium,en,Can you recommend a medium roast coffee from Ethiopia that has citrus fruit flavor notes?,5,5,2,12.3,0.94999999997625,1.0,,"I recommend the Ethiopia Sidamo by ORINOCO COFFEE & TEA. It is a medium roast coffee that features flavor notes of citrus fruit, lemon, and floral tones, along with a maple syrup-like body. Another option is the Ethiopia (Sidama) by MONKS, which also offers citrus fruit and floral notes in a medium roast. Both coffees highlight the sweet citrus aromatics characteristic of Ethiopian coffees.",
PS_047,product_search,medium,vi,Bạn có thể giới thiệu cho tôi một loại cà phê rang đậm từ Mexico với hương vị note sô cô la không?,5,5,2,10.6,0.999999999975,1.0,,"Một loại cà phê rang đậm từ Mexico với hương vị sô cô la mà bạn có thể thử là ""Mexico Coffee"" từ ARTBEAN COFFEE. Cà phê này có hương vị nổi bật của sô cô la đen và mật ong, mang đến trải nghiệm uống cà phê đầy hương sắc. Một lựa chọn khác là ""Mexico Chiapas"" từ NO. SIX DEPOT COFFEE ROASTERS, cũng có hương vị của sô cô la đen, bên cạnh các nốt caramelized và vỏ cam. Cả hai đều được rang đậm và có nguồn gốc từ các vùng trồng cà phê nổi tiếng của Mexico.",
PS_048,product_search,medium,en,"Can you help me find a dark roast coffee from Mexico that has dark chocolate flavor notes? I'm also interested in a single-origin variety processed with natural methods, preferably Arabica beans.",5,5,2,20.9,0.99999999995,1.0,,"The ""Mexico Coffee"" by ARTBEAN COFFEE is a dark roast coffee from Mexico that features strong flavor notes of dark chocolate and honey. However, it is not explicitly stated whether it is processed using natural methods. For a single-origin dark roast with dark chocolate notes, you might also consider the ""Darkness My Old Friend"" (Espresso Dark Roast) by NORDIC ROASTING CO., which has dark chocolate flavors but is processed using the washed method. Unfortunately, there doesn't appear to be a listing that meets all your criteria exactly.",
PS_049,product_search,medium,en,Can you help me find a Medium-Light roast coffee from Brazil that has caramelized flavor notes?,5,5,2,9.6,0.7499999999625,1.0,,"You can consider the ""Aguas de Março"" by SIMPLO COFFEE and ""Brazil Salitre Farm Filter"" by ERNST KAFFEERÖSTER. Both are Medium-Light roast coffees from Brazil and feature caramelized flavor notes. The ""Aguas de Março"" offers a balance of chocolate and smooth caramel flavors, while the ""Brazil Salitre Farm Filter"" highlights caramel and brown sugar notes with a full-bodied, smooth profile.",
PS_050,product_search,medium,vi,Bạn có thể giới thiệu cho tôi loại cà phê Ethiopia rang đậm với hương hoa không? Tôi cũng muốn biết thêm về phương pháp chế biến nếu có.,5,5,2,10.6,0.49999999995,1.0,,"Một loại cà phê Ethiopia rang đậm với hương hoa mà bạn có thể tham khảo là Ethiopia French Decaf của GREEN TREE COFFEE & TEA. Cà phê này có hương hoa tinh tế, được rang đậm và có độ body trung bình với kết thúc mượt mà. Phương pháp chế biến của nó là CO2 Decaffeinated, giúp loại bỏ caffeine trong khi vẫn giữ được hương vị.",
PS_051,product_search,medium,vi,"Bạn có thể gợi ý cho tôi loại cà phê nào từ Costa Rica, rang vừa nhẹ với hương vị đường nâu không?",5,5,2,11.7,0.8055555555287036,1.0,,"Bạn có thể thử loại cà phê ""Tarrazú - Costa Rica"" từ BLACK ARROWS COFFEE. Đây là loại cà phê rang vừa nhẹ với hương vị đường nâu, cùng với các hương vị khác như sô cô la, quế và mâm xôi. Loại cà phê này được sản xuất từ vùng Tarrazú, cao khoảng 1,450-1,750 mét và được chế biến theo phương pháp lên men kỵ khí.",
PS_052,product_search,medium,en,Can you recommend a Medium-Light roast coffee from Colombia that has vanilla flavor notes?,5,5,2,10.6,0.49999999995,0.75,,"I recommend the ""Technicolour Light Espresso"" by UPSIDE COFFEE. It is a Medium-Light roast coffee from Sierra Nevada, Colombia, featuring flavor notes of vanilla and rooibos. This coffee is naturally processed and sourced from Gustavo Vargas' farm, grown at 1700 meters altitude, making it an excellent choice for those seeking a Colombian coffee with vanilla notes.",
PS_053,product_search,medium,vi,Bạn có thể giới thiệu cho tôi loại cà phê Colombia rang nhẹ với hương vị caramel không?,5,5,2,10.1,0.9999999999,1.0,,"Bạn có thể tham khảo loại cà phê ""Caramelo - Colombia"" của CYPHER URBAN ROASTERY. Đây là loại cà phê rang nhẹ với hương vị caramel hóa và bánh quy, được trồng tại vùng Nariño, Colombia, ở độ cao 1.780 mét. Loại cà phê này được chế biến theo phương pháp rửa và thuộc giống Arabica.",
