id,intent,difficulty,language,question,retrieved_context_count,bean_count,news_count,elapsed_s,context_precision,context_recall,response,reference,error
PS_014,product_search,medium,vi,Tìm cà phê Honduras rang medium light có nốt trái cây đỏ và chocolate sữa.,12,10,2,22.7,0.742888064306023,0.6666666666666666,,"Cà phê Honduras, đặc biệt từ Marcala, Santa Bárbara, Copán, Ocotepeque, khi rang medium light thường có profile cân bằng với nốt Red Fruit (cherry, raspberry), Milk Chocolate, Caramel, Brown Sugar. Washed Honduras cho cup sạch, body trung bình, acidity vừa phải. Đây là lựa chọn tốt cho người muốn khám phá Trung Mỹ bên cạnh Guatemala và Costa Rica.",
PS_015,product_search,medium,vi,"Cà phê Robusta đặc sản từ Việt Nam, rang medium, có chứng nhận fine robusta thì có những lựa chọn nào?",12,10,2,19.0,0.8234693877433382,0.8,,"Fine Robusta Việt Nam là phân khúc Robusta specialty được sản xuất theo tiêu chuẩn CQI với điểm cupping ≥ 80. Các vùng nổi bật gồm Đắk Lắk (Cư M'Gar, Ea Tam), Đắk Nông, Lâm Đồng. Ở medium roast, Fine Robusta thường có Dark Chocolate, Hazelnut, Peanut, Molasses, body rất dày, hậu vị đắng dịu. Một số được xử lý Natural hoặc Honey để thêm nốt trái cây. Đây là lựa chọn khác biệt so với Robusta thương mại thông thường.",
PS_016,product_search,easy,vi,Có cà phê nào vị berry mạnh không?,12,10,2,19.1,0.5976190476070953,0.75,,"Cà phê có profile berry mạnh thường đến từ Ethiopia Natural (Yirgacheffe, Guji, Sidama) với nốt Blueberry, Strawberry, Raspberry. Kenya Washed (SL-28) cũng rất đặc trưng với Blackcurrant, Red Berry. Ngoài ra, các lô Anaerobic Natural từ Colombia, Costa Rica cũng có thể cho berry note rõ rệt. Rang light đến medium light là khoảng rang lý tưởng để giữ nốt berry.",
PS_017,product_search,medium,en,"I prefer low acidity coffee with nutty and chocolate notes, suitable for milk drinks. Any suggestions?",12,10,2,20.6,0.49761904760909526,1.0,,"For low-acidity milk-friendly coffees with nutty and chocolate profiles, Brazilian Natural (Cerrado, Sul de Minas), Indonesian Wet-Hulled (Sumatra Mandheling), and medium-dark roasted Colombian or Peruvian coffees are excellent choices. Expected notes include Almond, Hazelnut, Peanut, Milk Chocolate, Dark Chocolate, Caramel, Brown Sugar, with heavy body and minimal acidity—ideal for lattes, cappuccinos, and flat whites.",
PS_018,product_search,hard,vi,"Gợi ý cà phê Geisha Ethiopia rang light, processing Washed, có cup score trên 88.",12,10,2,23.3,0.9861111110987848,0.6666666666666666,,"Geisha có nguồn gốc từ Ethiopia và một số sản phẩm Geisha Ethiopia Washed light roast cup score 88+ đến từ các producer uy tín, thường ở vùng Gesha Village, Bench Maji hoặc Kafa. Profile tiêu biểu gồm Jasmine, Bergamot, Peach, Tropical Fruit, Honey, body mềm, acidity sáng và cực kỳ phức tạp. Do số lượng ít và giá cao, các lô này thường được đánh số, ghi rõ score, producer, và micro-lot.",
PS_019,product_search,easy,vi,Cho tôi lựa chọn cà phê Mexico rang medium.,12,10,2,22.2,0.8398674242319258,0.6,,"Cà phê Mexico medium roast thường đến từ Chiapas, Oaxaca, Veracruz. Profile phổ biến: Milk Chocolate, Nut, Caramel, Brown Sugar, đôi khi thêm nốt trái cây nhẹ và floral. Washed Mexico cho cup sạch, acidity dịu, body medium. Đây là lựa chọn dễ uống, giá hợp lý, phù hợp cho cả espresso và filter. Nhiều sản phẩm có chứng nhận organic.",
PS_020,product_search,medium,en,Find me an El Salvador Pacamara with complex fruity and floral notes.,12,10,2,21.6,0.8733605900175527,1.0,,"El Salvador Pacamara is a prized cultivar known for its large beans and complex, fruity-floral character. From Apaneca-Ilamatepec, Santa Ana, and Chalatenango, Pacamara at light to medium-light roast typically presents Stone Fruit, Tropical, Floral, Bergamot, Honey, Red Apple, with bright acidity and creamy body. Both Washed and Natural Pacamara offer distinctive experiences—Natural leaning more fruit-forward.",
PS_021,product_search,medium,vi,Tìm cà phê Rwanda hoặc Burundi rang medium light có vị trà đen và táo.,12,10,2,23.0,0.6729797979685817,0.6666666666666666,,"Cà phê Rwanda và Burundi từ các vùng Nyamasheke, Kayanza, Ngozi, Muyinga thường có profile thanh lịch với Black Tea, Red Apple, Honey, Floral, Citrus. Medium light Washed là khoảng rang phổ biến nhất cho khu vực East Africa này, giúp giữ acidity sáng và hương trà đặc trưng. Một số lô có thể có 'potato defect' nên nên ưu tiên lô đã được phân loại kỹ.",
PS_022,product_search,easy,en,Suggest a Tanzanian Peaberry medium roast coffee.,12,10,2,22.6,0.49999999995,0.0,,"Tanzanian Peaberry (PB) from Mbeya, Kilimanjaro, and Ruvuma is a classic East African offering. At medium roast, it typically presents Black Currant, Bright Citrus, Floral, Honey, Red Berry, with lively acidity and medium body. Peaberry refers to the single round bean instead of two flat beans inside the cherry, often selected for their concentrated flavor. Washed is the standard processing.",
PS_023,product_search,hard,vi,"Tôi muốn tìm cà phê Thailand giống SCATH 01 hoặc Typica, rang medium light, processing Honey hoặc Natural.",12,10,2,21.1,0.830555555541713,0.6,,"Cà phê Thailand từ các vùng Chiang Rai (Doi Chaang, Mae Jantai, Akha Ama) đang ngày càng được quốc tế biết đến. Các giống SCATH 01, Typica, Caturra, Catimor được trồng ở độ cao 1,200–1,600m. SCATH 01 Honey/Natural ở medium light thường có Honey, Tropical Fruit, Sweet, Brown Sugar, Caramel, body medium. Typica Washed Thailand sẽ thiên về clean, citrus, floral. Đây là phân khúc specialty Đông Nam Á đáng chú ý.",
PS_024,product_search,medium,vi,Gợi ý cà phê Nicaragua rang medium có body dày và ngọt.,12,10,2,19.8,0.99999999999,0.5,,"Cà phê Nicaragua từ Jinotega, Matagalpa, Nueva Segovia thường có profile ngọt, body dày, cân bằng. Medium roast Washed Nicaragua cho Milk Chocolate, Caramel, Brown Sugar, Almond, Honey. Giống Maragogype và Pacamara trồng ở Nicaragua cũng cho body to, sweetness đậm. Đây là origin 'classic workhorse' cho những ai thích cà phê êm, ngọt, ít phức tạp nhưng rất dễ uống.",
PS_025,product_search,easy,vi,"Tôi mới tập uống cà phê specialty, nên chọn loại nào dễ uống?",12,10,2,20.9,0.6053968253847174,0.75,,"Với người mới, nên chọn các loại cà phê có profile cân bằng, ít acidity mạnh, ngọt tự nhiên, body medium. Gợi ý: Brazil Natural medium roast (chocolate, nutty), Colombia Washed medium (chocolate, caramel), Guatemala Antigua medium (chocolate, caramel), Honduras medium light (cân bằng). Tránh các loại Light roast Ethiopia Natural hoặc Kenya SL-28 ở giai đoạn đầu vì acidity rất mạnh và profile phức tạp. Medium roast từ Trung và Nam Mỹ là điểm khởi đầu an toàn.",
SS_001,similar_search,medium,vi,Gợi ý cà phê tương tự 'MIDNIGHT CHOCOLATE' của Every Half.,12,10,2,20.6,0.0,0.0,,"MIDNIGHT CHOCOLATE của Every Half là medium roast từ Cư M'Gar - M'Drak, Việt Nam với flavor notes Caramelized, Dark Chocolate, Rich, Creamy, xử lý Mosto Natural và Natural. Cà phê tương tự gồm: các sản phẩm Arabica Việt Nam medium roast khác với profile chocolate-caramel đậm, body dày; hoặc các Natural từ Brazil Cerrado (Dark Chocolate, Caramel), Honduras Marcala Natural (Chocolate, Caramel, Creamy). Nếu muốn giữ nguồn gốc Việt Nam, nên tìm các lô Mosto Natural hoặc Natural khác từ Đắk Lắk hoặc Sơn La ở medium roast.",
SS_002,similar_search,easy,vi,"Tôi thích Ethiopia Yirgacheffe Washed, còn loại nào tương tự không?",12,10,2,17.9,0.99999999999,0.4,,"Nếu thích Ethiopia Yirgacheffe Washed (light roast, floral, jasmine, bergamot, citrus, black tea), bạn có thể thử: Ethiopia Sidama Washed (floral, peach, honey), Ethiopia Gedeb Washed (tương tự Yirgacheffe vì cùng zone), Rwanda Nyamasheke Washed (black tea, apple, floral), Kenya Nyeri Washed (bright citrus, floral undertone), và Panama Geisha Washed (nếu budget cao hơn—jasmine, bergamot, peach rất rõ).",
SS_003,similar_search,medium,en,Find coffees similar to Panama Geisha Washed but at a more affordable price.,12,10,2,20.8,0.9263455988363353,0.3333333333333333,,"Panama Geisha Washed is famous for jasmine, bergamot, peach, and floral complexity but is among the most expensive coffees. More affordable alternatives with overlapping profiles include: Ethiopia Gesha Village Washed (similar cultivar at lower price), Ethiopia Yirgacheffe Washed (jasmine, bergamot, citrus), Colombia Geisha Washed (typically cheaper than Panama Geisha), and Rwanda Nyamasheke Washed (black tea, floral, apple). These deliver 70–80% of the Geisha experience at a fraction of the cost.",
SS_004,similar_search,medium,vi,"Tôi đã uống hết Colombia Huila Natural rồi, còn loại nào có profile trái cây lên men tương tự?",12,10,2,18.4,0.9999999999888889,0.6666666666666666,,"Colombia Huila Natural thường có profile fruity, red wine, tropical, fermented sweetness. Các lựa chọn tương tự: Colombia Tolima Natural (tương tự vì cùng vùng và process), Colombia Cauca Natural, Costa Rica Black Honey (sweet, wine-like, tropical), Ethiopia Guji Natural (wine, berry, tropical), Guatemala Anaerobic Natural (fermented tropical). Nếu thích fermented sweetness mạnh hơn, thử lô Anaerobic hoặc Carbonic Maceration.",
SS_005,similar_search,easy,vi,Có cà phê nào tương tự Sumatra Mandheling không?,12,10,2,18.7,0.99999999999,1.0,,"Sumatra Mandheling (Wet-Hulled, medium-dark roast) có profile earthy, cedar, dark chocolate, tobacco, body rất nặng, acidity thấp. Các lựa chọn tương tự: Sumatra Gayo (rất giống vì cùng quy trình và vùng), Sulawesi Toraja (earthy, spice, heavy body), Java Estate (earthy, chocolate, low acid), Papua New Guinea (chocolate, earthy, body vừa). Wet-Hulled là quy trình đặc trưng Indonesia, khó tìm ở vùng khác, nên đa số options vẫn là các sản phẩm Indonesia.",
SS_006,similar_search,hard,vi,Tôi thích một micro-lot Pink Bourbon Colombia đã mua gần đây. Gợi ý cà phê có chất lượng và profile tương tự nhưng khác giống hoặc khác nước.,12,10,2,19.9,0.9704861110989801,1.0,,"Pink Bourbon Colombia thường có profile floral, stone fruit, honey, bright acidity, rất phức. Các lựa chọn tương tự giữa giống hoặc nước: Ethiopia Gesha Village Washed (floral + stone fruit, hạng cao cấp), Panama Geisha Washed (jasmine, peach, nhưng đắt hơn), El Salvador Pacamara Washed (floral, stone fruit, creamy body), Costa Rica SL-28 Honey (honey, stone fruit, floral), Colombia Geisha Washed. Nếu vẫn muốn ở Colombia nhưng đổi cultivar, thử Yellow Bourbon hoặc Sidra.",
SS_007,similar_search,easy,en,What coffees share a similar flavor profile to Costa Rica Tarrazú?,12,10,2,21.0,0.599999999988,0.5,,"Costa Rica Tarrazú (typically Washed, medium to medium-light roast) offers a bright, clean, balanced cup with citrus, honey, chocolate, and red apple notes. Similar coffees include: Costa Rica West Valley, Guatemala Antigua (Washed, balanced, chocolate-citrus), Honduras Marcala Washed (balanced, chocolate, cherry), Colombia Washed (chocolate, caramel, clean), and Mexico Chiapas Washed (milder but similar balance profile).",
SS_008,similar_search,medium,vi,Cho tôi các lựa chọn giống Kenya SL-28 Washed.,12,10,2,20.1,0.99999999999,1.0,,"Kenya SL-28 Washed có profile rất đặc trưng: blackcurrant, grapefruit, tomato, bright wine-like acidity, medium body. Các lựa chọn tương tự: Kenya SL-34 (cùng nhóm SL), Kenya AA Washed, Rwanda Washed (black tea, citrus nhưng nhẹ hơn), Burundi Kayanza Washed (apple, black tea, citrus), Ethiopia Yirgacheffe Washed (citrus, floral, nhưng less blackcurrant). Ngoài Kenya, rất khó có cà phê nào có blackcurrant mạnh như SL-28; các lựa chọn trên chỉ gần đúng.",
SS_009,similar_search,medium,vi,"Tôi thích Brazil Cerrado Natural, còn cà phê Nam Mỹ nào có vị tương tự?",12,10,2,19.4,0.9924242424152203,1.0,,"Brazil Cerrado Natural (medium roast) có profile chocolate, nutty, caramel, low acidity, body dày. Các lựa chọn Nam Mỹ tương tự: Brazil Sul de Minas Natural (rất giống), Brazil Mogiana Natural, Peru Cajamarca Washed (nutty, chocolate nhưng acid hơn một chút), Colombia Huila Washed medium (chocolate, caramel, cân bằng), Bolivia Caranavi Washed (chocolate, nutty, ít phổ biến hơn). Để giữ nguyên cảm giác Brazil Natural thì nên chọn các micro-lot Brazil khác từ Cerrado hoặc Sul de Minas.",
SS_010,similar_search,hard,en,I loved an Anaerobic Natural from Huila. Suggest something with similar fermented character but from Africa.,12,10,2,18.7,0.880952380939796,1.0,,"Anaerobic Natural from Huila, Colombia typically shows wine, tropical fruit, funky fermentation, lychee, and exotic fruit notes. For similar fermented character from Africa, consider: Ethiopia Guji Anaerobic Natural (berry, wine, tropical, funky), Ethiopia Sidama Anaerobic (strawberry, wine, tropical), Rwanda Anaerobic Honey (stone fruit, wine, complex), and Burundi Anaerobic Natural (red wine, tropical). These experimental African lots are rarer and often micro-lots, but deliver a similar fermented-fruit intensity with African floral undertones.",
SS_011,similar_search,easy,vi,Gợi ý cà phê giống Highlands Coffee Phin Sữa Đá nhưng là specialty.,12,10,2,19.7,0.2499999999875,1.0,,"Highlands Coffee Phin Sữa Đá có profile đậm, đắng, body dày, ngọt từ sữa đặc — thường là blend Robusta chủ đạo + Arabica Việt Nam, rang dark. Phiên bản specialty tương tự nên chọn: blend Fine Robusta Việt Nam + Arabica Việt Nam rang medium dark (chocolate, nutty, body dày, ít chua), hoặc Vietnam Đắk Lắk Fine Robusta Natural medium dark (dark chocolate, peanut, molasses). Một số roaster Việt Nam nội địa có dòng 'specialty phin blend' hướng đến trải nghiệm tương tự nhưng chất lượng cao hơn.",
SS_012,similar_search,medium,vi,Có cà phê nào tương tự Jamaica Blue Mountain nhưng rẻ hơn không?,12,10,2,17.4,0.99999999999,1.0,,"Jamaica Blue Mountain (Washed, medium roast) nổi tiếng với profile mild, sweet, clean, balanced, delicate acidity — nhưng giá rất cao do thương hiệu và số lượng hạn chế. Lựa chọn rẻ hơn với profile tương tự: Papua New Guinea Sigri (Washed, medium, balanced, mild, clean), Hawaii Kona (cùng mild profile, vẫn đắt), Guatemala Antigua Washed (balanced chocolate-citrus, mild acidity), Costa Rica Tarrazú Washed (balanced, clean), Colombia Washed Supremo (balanced, mild). Không có cà phê nào replicate chính xác Blue Mountain nhưng những lựa chọn này cho cảm giác 'balanced & mild' ở giá hợp lý.",
SS_013,similar_search,medium,en,Recommend something similar to an Ethiopia Guji Natural for pour-over.,12,10,2,19.2,0.7746031745902645,1.0,,"Ethiopia Guji Natural at light roast for pour-over is prized for berry, blueberry, strawberry, wine-like, tropical character and bright acidity. Similar pour-over-friendly options include: Ethiopia Sidama Natural (berry, wine, tropical, very similar), Ethiopia Yirgacheffe Natural (fruity, wine, fragrant), Kenya Natural (rare, red fruit, wine), Colombia Huila Natural or Anaerobic (wine, tropical, fruity), Rwanda Natural (berry, apple, floral). Guji's closest siblings are other Ethiopian Naturals from the Sidama region.",
CP_001,comparison,easy,vi,Sự khác nhau giữa Natural và Washed processing là gì?,15,10,5,24.4,0.22499999998875,1.0,,"Natural (dry) processing phơi toàn bộ quả cà phê nguyên cùng thịt quả, cho ra cup ngọt, trái cây, body dày, acidity nhẹ hơn, nhiều nốt berry/wine/tropical. Washed (wet) processing loại bỏ thịt quả trước khi phơi, cho cup sạch, sáng, acidity rõ hơn, làm nổi bật đặc tính của bean và terroir (floral, citrus, tea). Trong knowledge base, Natural coffees thường có notes như [berry, wine, tropical, fruity], còn Washed nghiêng về [clean, bright, citrus, floral].",
CP_002,comparison,medium,vi,So sánh cà phê Arabica và Robusta.,12,10,2,18.2,0.12878787878143938,0.5,,"Arabica (Coffea arabica) mọc ở độ cao 1,000–2,200m, có profile phức tạp, acidity cao, hương hoa/trái cây/chocolate, caffeine ~1.2%. Robusta (Coffea canephora) mọc ở độ cao thấp hơn (dưới 1,000m), dễ trồng, kháng sâu bệnh tốt hơn, có vị đậm, đắng, body dày, caffeine ~2.2% (gấp đôi Arabica). Arabica chiếm ~60% sản lượng toàn cầu và là chủ đạo của specialty coffee. Robusta truyền thống dùng cho cà phê hòa tan và espresso blend; Fine Robusta specialty đang là xu hướng mới, đặc biệt ở Việt Nam.",
CP_003,comparison,medium,vi,So sánh cà phê Colombia và Ethiopia.,12,10,2,19.6,0.5166666666537499,1.0,,"Colombia nổi tiếng với cà phê washed cân bằng, profile chocolate, caramel, nutty, red apple, body vừa, acidity dịu đến trung bình; các vùng Huila, Nariño, Tolima, Antioquia. Ethiopia là nơi khởi nguồn của Arabica, nổi tiếng với profile floral, fruity, berry, citrus rất đặc trưng, đặc biệt ở Yirgacheffe, Sidama, Guji; Washed Ethiopian thiên về floral-citrus, Natural thiên về berry-wine. Colombia thường 'dễ uống' và versatile hơn, trong khi Ethiopia nổi bật với character mạnh và khác biệt — thường là origin ưa thích của những người uống cà phê kỳ cựu.",
CP_004,comparison,easy,en,Light roast vs dark roast: what's the difference?,12,10,2,17.2,0.083333333325,0.4,,"Light roast (First Crack, ~195–205°C) preserves origin character: bright acidity, fruity, floral, tea-like notes; typically lower body, no roast flavors. Dark roast (Second Crack, ~225–230°C) develops Maillard reaction and caramelization into roast-forward flavors: smoky, bittersweet chocolate, heavy body, low acidity; origin notes are muted. Medium roast sits in between, balancing origin character with development. Caffeine is roughly equal by weight across roast levels, though dark roast beans lose more moisture. Light roasts shine in pour-over and filter; dark roasts are classic for espresso, French press, and milk drinks.",
CP_005,comparison,medium,vi,So sánh Honey processing và Natural processing.,12,10,2,17.0,0.9999999999916667,1.0,,"Honey processing loại bỏ vỏ quả nhưng giữ lại một phần hoặc toàn bộ mucilage (lớp nhầy ngọt) trong quá trình phơi, chia thành Yellow, Red, Black Honey theo lượng mucilage còn lại. Kết quả là cup cân bằng giữa ngọt, body của Natural và độ clean của Washed, với nốt honey, caramel, stone fruit, brown sugar. Natural processing phơi nguyên quả, cho cup ngọt đậm hơn, body dày hơn, nhiều fruit/wine/berry notes, nhưng rủi ro lên men hỏng cao hơn. Honey thường 'sạch' hơn Natural, trong khi Natural 'ngọt và fruity' đậm hơn Honey.",
CP_006,comparison,medium,vi,Arabica Geisha khác gì với Arabica Typica?,12,10,2,22.2,0.49999999995,1.0,,"Geisha (Gesha) có nguồn gốc từ Ethiopia, nổi tiếng khi được trồng ở Panama; đặc trưng là hương jasmine, bergamot, peach, tropical, clarity cao, hạt thon dài. Sản lượng thấp, giá cao. Typica là một trong hai cultivar Arabica cổ nhất (cùng Bourbon), phân bố rộng khắp Latin America, có profile cân bằng, sweet, clean, body vừa, ít đặc biệt như Geisha nhưng là 'classic' được trồng nhiều. Geisha là cultivar 'prestige', Typica là cultivar 'foundational'.",
CP_007,comparison,hard,vi,"So sánh cà phê Trung Mỹ (Guatemala, Costa Rica, El Salvador) và cà phê Nam Mỹ (Colombia, Brazil, Peru) về profile hương vị tổng quát.",12,10,2,20.7,0.19999999998,1.0,,"Cà phê Trung Mỹ (Guatemala, Costa Rica, El Salvador, Honduras, Nicaragua, Mexico) có đặc trưng cân bằng, acidity sáng vừa, body medium, profile chocolate-citrus-caramel, với một số vùng như Guatemala Antigua nổi bật chocolate, Costa Rica Tarrazú nổi bật honey-citrus, El Salvador Pacamara floral-stone fruit. Cà phê Nam Mỹ rộng hơn về style: Brazil Natural nutty-chocolate-low acidity (thích hợp espresso), Colombia balanced chocolate-caramel (versatile), Peru nutty-caramel mild, Bolivia và Ecuador ít phổ biến hơn. Tóm lại: Trung Mỹ thường 'brighter & more complex', Nam Mỹ có range rộng từ 'full-bodied espresso' (Brazil) đến 'balanced washed' (Colombia).",
CP_008,comparison,medium,en,Compare Washed and Wet-Hulled (Giling Basah) processing.,12,10,2,21.8,0.083333333325,0.3333333333333333,,"Washed processing removes the fruit and mucilage via fermentation tanks and water, fully drying the parchment-covered bean — yielding clean, bright, acidic cups that highlight terroir. Wet-Hulled (Giling Basah), unique to Indonesia, removes the parchment layer at a high moisture content (~30–35%) and dries the green bean exposed; this produces the signature earthy, cedar, low-acidity, heavy-body profile of Sumatra and Sulawesi. Washed preserves clarity; Wet-Hulled creates depth, earthiness, and herbal-tobacco character at the cost of clarity and acidity.",
CP_009,comparison,medium,vi,So sánh Kenya và Ethiopia về cà phê.,12,10,2,22.5,0.47632575756384943,0.8571428571428571,,"Kenya và Ethiopia đều là cường quốc cà phê Đông Phi nhưng có profile rất khác. Kenya (SL-28, SL-34 Washed) nổi bật với blackcurrant, grapefruit, tomato, wine-like acidity rất mạnh, body medium-full, double-washed rất sạch. Ethiopia (heirloom cultivars) thiên về floral, jasmine, bergamot, berry, stone fruit với hương phức và acidity sáng. Kenya thường 'intense & savory-bright', Ethiopia 'aromatic & delicate'. Ethiopia là nơi sinh của Arabica với hàng nghìn heirloom cultivars; Kenya phát triển cultivars SL nổi tiếng. Cả hai đều là 'must-try' cho filter/pour-over.",
